Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT50370251996171PAC02,LANDSAT_5,SAM,PAC,DAY, 037, 025,2,1996/06/19,1996:171:17:12:03.35281,1996:171:17:12:30.35756,N,9,9,9,9,9,9,9,9,52.38,91.25,27.55,60.74,29.97,54.90445435,129.09768849, 50.26074   (50°15'38.66"N),-106.66486   (106°39'53.50"W), 51.22191   (51°13'18.88"N),-107.61650  (107°36'59.40"W), 50.84539   (50°50'43.40"N),-105.04766   (105°02'51.58"W), 49.65558   (49°39'20.09"N),-108.24374   (108°14'37.46"W), 49.29100 (49°17'27.60"N),-105.75301   (105°45'10.84"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23039   (51°13'49.40"N),-108.44924   (108°26'57.26"S), 51.28122   (51°16'52.39"N),-104.93835   (104°56'18.06"S), 49.19955   (49°11'58.38"N),-108.30569  (108°18'20.48"W), 49.24686   (49°14'48.70"N),-104.94092   (104°56'27.31"S),8171,7541,7541,8171,41,3.743,2.345,2.918,.138,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.26074,-106.66486,51.22191,-107.6165,50.84539,-105.04766,49.65558,-108.24374,49.291,-105.75301,LT50370251996171PAC02,LT50370251996171PAC02,http://earthexplorer.usgs.gov/download/options/5440/LT50370251996171PAC02
LT50380251996162PAC03,LANDSAT_5,SAM,PAC,DAY, 038, 025,2,1996/06/10,1996:162:17:17:44.88244,1996:162:17:18:11.88650,N,9,9,9,9,9,9,9,9,5.49,.25,1.83,9.69,10.19,54.77857152,129.93142592, 50.26774   (50°16'03.86"N),-108.21347   (108°12'48.49"W), 51.22893   (51°13'44.15"N),-109.16521  (109°09'54.76"W), 50.85236   (50°51'08.50"N),-106.59600   (106°35'45.60"W), 49.66261   (49°39'45.40"N),-109.79260   (109°47'33.36"W), 49.29798 (49°17'52.73"N),-107.30153   (107°18'05.51"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.26476   (51°15'53.14"N),-109.84618   (109°50'46.25"S), 51.18216   (51°10'55.78"N),-106.45642   (106°27'23.11"S), 49.30903   (49°18'32.51"N),-109.89253  (109°53'33.11"W), 49.23193   (49°13'54.95"N),-106.63826   (106°38'17.74"S),7901,7251,7251,7901,76,5.118,3.812,3.415,.229,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.26774,-108.21347,51.22893,-109.16521,50.85236,-106.596,49.66261,-109.7926,49.29798,-107.30153,LT50380251996162PAC03,LT50380251996162PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50380251996162PAC03
LT50370251996155PAC03,LANDSAT_5,SAM,PAC,DAY, 037, 025,2,1996/06/03,1996:155:17:11:11.16919,1996:155:17:11:38.17250,N,9,9,9,9,9,9,9,9,52.27,63.41,1.14,97.27,47.25,54.32271179,130.83174316, 50.26050   (50°15'37.80"N),-106.67831   (106°40'41.92"W), 51.22167   (51°13'18.01"N),-107.62994  (107°37'47.78"W), 50.84515   (50°50'42.54"N),-105.06112   (105°03'40.03"W), 49.65534   (49°39'19.22"N),-108.25718   (108°15'25.85"W), 49.29076 (49°17'26.74"N),-105.76646   (105°45'59.26"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23001   (51°13'48.04"N),-108.46211   (108°27'43.60"S), 51.28123   (51°16'52.43"N),-104.95555   (104°57'19.98"S), 49.19919   (49°11'57.08"N),-108.31803  (108°19'04.91"W), 49.24686   (49°14'48.70"N),-104.95741   (104°57'26.68"S),8161,7541,7541,8161,60,3.376,2.456,2.316,.134,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.2605,-106.67831,51.22167,-107.62994,50.84515,-105.06112,49.65534,-108.25718,49.29076,-105.76646,LT50370251996155PAC03,LT50370251996155PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50370251996155PAC03
LT50380251996114AAA01,LANDSAT_5,N/A,AAA,DAY, 038, 025,2,1996/04/23,1996:114:17:15:00.75406,1996:114:17:15:27.75481,N,9,9,9,9,9,9,9,9,10,10,10,10,10,45.62951941,137.31341995, 50.26867   (50°16'07.21"N),-108.23499   (108°14'05.96"W), 51.22986   (51°13'47.50"N),-109.18674  (109°11'12.26"W), 50.85328   (50°51'11.81"N),-106.61749   (106°37'02.96"W), 49.66355   (49°39'48.78"N),-109.81415   (109°48'50.94"W), 49.29891 (49°17'56.08"N),-107.32304   (107°19'22.94"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.26493   (51°15'53.75"N),-109.86338   (109°51'48.17"S), 51.18332   (51°10'59.95"N),-106.48637   (106°29'10.93"S), 49.30919   (49°18'33.08"N),-109.90904  (109°54'32.54"W), 49.23302   (49°13'58.87"N),-106.66702   (106°40'01.27"S),7871,7251,7251,7871,66,4.509,3.203,3.174,.253,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.26867,-108.23499,51.22986,-109.18674,50.85328,-106.61749,49.66355,-109.81415,49.29891,-107.32304,LT50380251996114AAA01,LT50380251996114AAA01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251996114AAA01
LT50370251996107XXX02,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1996/04/16,1996:107:17:08:24.70563,1996:107:17:08:51.70581,N,9,9,9,9,9,9,9,9,0,10,0,10,10,43.27143654,138.19007328, 50.26909   (50°16'08.72"N),-106.68779   (106°41'16.04"W), 51.23028   (51°13'49.01"N),-107.63955  (107°38'22.38"W), 50.85370   (50°51'13.32"N),-105.07027   (105°04'12.97"W), 49.66397   (49°39'50.29"N),-108.26697   (108°16'01.09"W), 49.29933 (49°17'57.59"N),-105.77584   (105°46'33.02"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23796   (51°14'16.66"N),-108.46701   (108°28'01.24"S), 51.28932   (51°17'21.55"N),-104.96845   (104°58'06.42"S), 49.20716   (49°12'25.78"N),-108.32268  (108°19'21.65"W), 49.25496   (49°15'17.86"N),-104.96977   (104°58'11.17"S),8141,7541,7541,8141,97,3.394,2.147,2.628,.133,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.26909,-106.68779,51.23028,-107.63955,50.8537,-105.07027,49.66397,-108.26697,49.29933,-105.77584,LT50370251996107XXX02,LT50370251996107XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT50370251996107XXX02
LT50380251996098AAA02,LANDSAT_5,N/A,AAA,DAY, 038, 025,2,1996/04/07,1996:098:17:14:02.42350,1996:098:17:14:29.42294,N,9,9,9,9,9,9,9,9,30,20,60,10,30,40.01183318,139.21787769, 50.26937   (50°16'09.73"N),-108.23534   (108°14'07.22"W), 51.23056   (51°13'50.02"N),-109.18710  (109°11'13.56"W), 50.85398   (50°51'14.33"N),-106.61781   (106°37'04.12"W), 49.66425   (49°39'51.30"N),-109.81453   (109°48'52.31"W), 49.29961 (49°17'58.60"N),-107.32338   (107°19'24.17"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.26758   (51°16'03.29"N),-109.85901   (109°51'32.44"S), 51.18585   (51°11'09.06"N),-106.48183   (106°28'54.59"S), 49.31185   (49°18'42.66"N),-109.90485  (109°54'17.46"W), 49.23555   (49°14'07.98"N),-106.66267   (106°39'45.61"S),7871,7251,7251,7871,54,4.160,2.688,3.175,.249,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.26937,-108.23534,51.23056,-109.1871,50.85398,-106.61781,49.66425,-109.81453,49.29961,-107.32338,LT50380251996098AAA02,LT50380251996098AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT50380251996098AAA02
LT50370251996075XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1996/03/15,1996:075:17:06:24.23838,1996:075:17:06:51.23606,N,9,9,9,9,9,9,9,9,10,0,0,0,0,30.99525313,141.39593148, 50.26447   (50°15'52.09"N),-106.67809   (106°40'41.12"W), 51.22565   (51°13'32.34"N),-107.62978  (107°37'47.21"W), 50.84910   (50°50'56.76"N),-105.06075   (105°03'38.70"W), 49.65933   (49°39'33.59"N),-108.25710   (108°15'25.56"W), 49.29472 (49°17'40.99"N),-105.76619   (105°45'58.28"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23552   (51°14'07.87"N),-108.45822   (108°27'29.59"S), 51.28662   (51°17'11.83"N),-104.95555   (104°57'19.98"S), 49.20739   (49°12'26.60"N),-108.31446  (108°18'52.06"W), 49.25496   (49°15'17.86"N),-104.95740   (104°57'26.64"S),8151,7531,7531,8151,73,4.954,3.909,3.044,.248,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.26447,-106.67809,51.22565,-107.62978,50.8491,-105.06075,49.65933,-108.2571,49.29472,-105.76619,LT50370251996075XXX01,LT50370251996075XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251996075XXX01
LT50370251996059XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1996/02/28,1996:059:17:05:20.93738,1996:059:17:05:47.93238,N,9,9,9,9,9,9,9,9,20,0,0,0,0,24.79817354,142.89890492, 50.26495   (50°15'53.82"N),-106.66501   (106°39'54.04"W), 51.22613   (51°13'34.07"N),-107.61671  (107°37'00.16"W), 50.84958   (50°50'58.49"N),-105.04765   (105°02'51.54"W), 49.65981   (49°39'35.32"N),-108.24404   (108°14'38.54"W), 49.29520 (49°17'42.72"N),-105.75311   (105°45'11.20"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23860   (51°14'18.96"N),-108.44556   (108°26'44.02"S), 51.28931   (51°17'21.52"N),-104.93834   (104°56'18.02"S), 49.20775   (49°12'27.90"N),-108.30212  (108°18'07.63"W), 49.25495   (49°15'17.82"N),-104.94091   (104°56'27.28"S),8161,7541,7541,8161,66,5.117,3.858,3.362,.317,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.26495,-106.66501,51.22613,-107.61671,50.84958,-105.04765,49.65981,-108.24404,49.2952,-105.75311,LT50370251996059XXX01,LT50370251996059XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251996059XXX01
LT50380251996050XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1996/02/19,1996:050:17:10:55.52938,1996:050:17:11:22.52100,N,9,9,9,9,9,9,9,9,60,40,50,90,90,21.57787634,143.84213806, 50.25981   (50°15'35.32"N),-108.20483   (108°12'17.39"W), 51.22098   (51°13'15.53"N),-109.15645  (109°09'23.22"W), 50.84447   (50°50'40.09"N),-106.58766   (106°35'15.58"W), 49.65465   (49°39'16.74"N),-109.78368   (109°47'01.25"W), 49.29008 (49°17'24.29"N),-107.29299   (107°17'34.76"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.25650   (51°15'23.40"N),-109.82919   (109°49'45.08"S), 51.17376   (51°10'25.54"N),-106.44866   (106°26'55.18"S), 49.30347   (49°18'12.49"N),-109.87615  (109°52'34.14"W), 49.22624   (49°13'34.46"N),-106.63051   (106°37'49.84"S),7881,7241,7241,7881,33,23.284,21.557,8.8,.82,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.25981,-108.20483,51.22098,-109.15645,50.84447,-106.58766,49.65465,-109.78368,49.29008,-107.29299,LT50380251996050XXX01,LT50380251996050XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251996050XXX01
LT50370251996043XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1996/02/12,1996:043:17:04:16.01506,1996:043:17:04:43.00706,N,9,9,9,9,9,9,9,9,60,10,90,20,90,19.26780886,144.61428057, 50.26295   (50°15'46.62"N),-106.65159   (106°39'05.72"W), 51.22412   (51°13'26.83"N),-107.60326  (107°36'11.74"W), 50.84759   (50°50'51.32"N),-105.03430   (105°02'03.48"W), 49.65780   (49°39'28.08"N),-108.23055   (108°13'49.98"W), 49.29321 (49°17'35.56"N),-105.73971   (105°44'22.96"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23616   (51°14'10.18"N),-108.43678   (108°26'12.41"S), 51.28661   (51°17'11.80"N),-104.92543   (104°55'31.55"S), 49.20529   (49°12'19.04"N),-108.29372  (108°17'37.39"W), 49.25225   (49°15'08.10"N),-104.92854   (104°55'42.74"S),8171,7541,7541,8171,48,4.652,3.237,3.341,.267,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.26295,-106.65159,51.22412,-107.60326,50.84759,-105.0343,49.6578,-108.23055,49.29321,-105.73971,LT50370251996043XXX01,LT50370251996043XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251996043XXX01
LT50370251996027AAA01,LANDSAT_5,N/A,AAA,DAY, 037, 025,2,1996/01/27,1996:027:17:03:09.80269,1996:027:17:03:36.79381,N,9,9,9,9,9,9,9,9,30,30,0,90,70,14.90809152,146.58858408, 50.25900   (50°15'32.40"N),-106.63841   (106°38'18.28"W), 51.22016   (51°13'12.58"N),-107.59002  (107°35'24.07"W), 50.84366   (50°50'37.18"N),-105.02127   (105°01'16.57"W), 49.65383   (49°39'13.79"N),-108.21723   (108°13'02.03"W), 49.28927 (49°17'21.37"N),-105.72658   (105°43'35.69"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.23384   (51°14'01.82"N),-108.42371   (108°25'25.36"S), 51.28390   (51°17'02.04"N),-104.91683   (104°55'00.59"S), 49.20295   (49°12'10.62"N),-108.28120  (108°16'52.32"W), 49.24954   (49°14'58.34"N),-104.92030   (104°55'13.08"S),8161,7541,7541,8161,46,6.946,3.576,5.955,.926,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.259,-106.63841,51.22016,-107.59002,50.84366,-105.02127,49.65383,-108.21723,49.28927,-105.72658,LT50370251996027AAA01,LT50370251996027AAA01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251996027AAA01
LT50380251996018XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1996/01/18,1996:018:17:08:42.84406,1996:018:17:09:09.83431,N,9,9,9,9,9,9,9,9,0,0,0,0,0,13.1370226,147.7788272, 50.25952   (50°15'34.27"N),-108.17356   (108°10'24.82"W), 51.22068   (51°13'14.45"N),-109.12518  (109°07'30.65"W), 50.84418   (50°50'39.05"N),-106.55640   (106°33'23.04"W), 49.65436   (49°39'15.70"N),-109.75240   (109°45'08.64"W), 49.28979 (49°17'23.24"N),-107.26173   (107°15'42.23"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26167   (51°15'42.01"N),-109.80756   (109°48'27.22"S), 51.17830   (51°10'41.88"N),-106.42674   (106°25'36.26"S), 49.30597   (49°18'21.49"N),-109.85546  (109°51'19.66"W), 49.22815   (49°13'41.34"N),-106.60973   (106°36'35.03"S),7881,7251,7251,7881,48,12.464,8.94,8.685,.4,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.25952,-108.17356,51.22068,-109.12518,50.84418,-106.5564,49.65436,-109.7524,49.28979,-107.26173,LT50380251996018XXX01,LT50380251996018XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251996018XXX01
LT50370251995360XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1995/12/26,1995:360:17:00:54.44731,1995:360:17:01:21.43631,N,9,9,9,9,9,9,9,9,0,0,0,0,0,11.20282741,150.5925979, 50.25598   (50°15'21.53"N),-106.61440   (106°36'51.84"W), 51.21713   (51°13'01.67"N),-107.56597  (107°33'57.49"W), 50.84066   (50°50'26.38"N),-104.99738   (104°59'50.57"W), 49.65080   (49°39'02.88"N),-108.19311   (108°11'35.20"W), 49.28626 (49°17'10.54"N),-105.70261   (105°42'09.40"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.22921   (51°13'45.16"N),-108.39757   (108°23'51.25"S), 51.27849   (51°16'42.56"N),-104.89964   (104°53'58.70"S), 49.20095   (49°12'03.42"N),-108.25636  (108°15'22.90"W), 49.24683   (49°14'48.59"N),-104.90382   (104°54'13.75"S),8141,7531,7531,8141,37,6.862,4.224,5.408,.572,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.25598,-106.6144,51.21713,-107.56597,50.84066,-104.99738,49.6508,-108.19311,49.28626,-105.70261,LT50370251995360XXX01,LT50370251995360XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251995360XXX01
LT50380251995351AAA01,LANDSAT_5,N/A,AAA,DAY, 038, 025,2,1995/12/17,1995:351:17:06:25.79138,1995:351:17:06:52.77981,N,9,9,9,9,9,9,9,9,0,0,0,0,0,11.50954148,151.43704998, 50.24919   (50°14'57.08"N),-108.15003   (108°09'00.11"W), 51.21033   (51°12'37.19"N),-109.10150  (109°06'05.40"W), 50.83390   (50°50'02.04"N),-106.53326   (106°31'59.74"W), 49.64398   (49°38'38.33"N),-109.72850   (109°43'42.60"W), 49.27949 (49°16'46.16"N),-107.23832   (107°14'17.95"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.25058   (51°15'02.09"N),-109.77776   (109°46'39.94"S), 51.16654   (51°09'59.54"N),-106.40214   (106°24'07.70"S), 49.29489   (49°17'41.60"N),-109.82683  (109°49'36.59"W), 49.21645   (49°12'59.22"N),-106.58604   (106°35'09.74"S),7871,7251,7251,7871,37,13.119,9.577,8.966,.382,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.24919,-108.15003,51.21033,-109.1015,50.8339,-106.53326,49.64398,-109.7285,49.27949,-107.23832,LT50380251995351AAA01,LT50380251995351AAA01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251995351AAA01
LT50380251995303XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1995/10/30,1995:303:17:04:44.79425,1995:303:17:05:11.77881,N,9,9,9,9,9,9,9,9,30,40,10,70,40,21.37819419,150.65883393, 50.28838   (50°17'18.17"N),-108.35629   (108°21'22.64"W), 51.24963   (51°14'58.67"N),-109.30833  (109°18'29.99"W), 50.87289   (50°52'22.40"N),-106.73804   (106°44'16.94"W), 49.68334   (49°41'00.02"N),-109.93616   (109°56'10.18"W), 49.31856 (49°19'06.82"N),-107.44410   (107°26'38.76"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.30106   (51°18'03.82"N),-109.97868   (109°58'43.25"S), 51.22286   (51°13'22.30"N),-106.60286   (106°36'10.30"S), 49.34796   (49°20'52.66"N),-110.01970  (110°01'10.92"W), 49.27496   (49°16'29.86"N),-106.77887   (106°46'43.93"S),7861,7241,7241,7861,46,8.415,6.334,5.54,.318,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28838,-108.35629,51.24963,-109.30833,50.87289,-106.73804,49.68334,-109.93616,49.31856,-107.4441,LT50380251995303XXX01,LT50380251995303XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251995303XXX01
LT50370251995296AAA01,LANDSAT_5,N/A,AAA,DAY, 037, 025,2,1995/10/23,1995:296:16:58:55.33750,1995:296:16:59:22.32194,N,9,9,9,9,9,9,9,9,0,10,0,10,0,23.59784605,149.72711761, 50.31441   (50°18'51.88"N),-106.95113   (106°57'04.07"W), 51.27573   (51°16'32.63"N),-107.90355  (107°54'12.78"W), 50.89878   (50°53'55.61"N),-105.33190   (105°19'54.84"W), 49.70949   (49°42'34.16"N),-108.53193   (108°31'54.95"W), 49.34451 (49°20'40.24"N),-106.03861   (106°02'19.00"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.27836   (51°16'42.10"N),-108.73253   (108°43'57.11"S), 51.33763   (51°20'15.47"N),-105.24405   (105°14'38.58"S), 49.25353   (49°15'12.71"N),-108.57734  (108°34'38.42"W), 49.30870   (49°18'31.32"N),-105.23387   (105°14'01.93"S),8111,7521,7521,8111,40,4.486,2.843,3.47,.383,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.31441,-106.95113,51.27573,-107.90355,50.89878,-105.3319,49.70949,-108.53193,49.34451,-106.03861,LT50370251995296AAA01,LT50370251995296AAA01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251995296AAA01
LT50370251995264AAA02,LANDSAT_5,N/A,AAA,DAY, 037, 025,2,1995/09/21,1995:264:17:00:37.82025,1995:264:17:01:04.80225,N,9,9,9,9,9,9,9,9,0,0,0,0,0,34.2904383,142.91575041, 50.31494   (50°18'53.78"N),-106.94743   (106°56'50.75"W), 51.27626   (51°16'34.54"N),-107.89986  (107°53'59.50"W), 50.89931   (50°53'57.52"N),-105.32818   (105°19'41.45"W), 49.71002   (49°42'36.07"N),-108.52825   (108°31'41.70"W), 49.34504 (49°20'42.14"N),-106.03491   (106°02'05.68"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27554   (51°16'31.94"N),-108.73661   (108°44'11.80"S), 51.33497   (51°20'05.89"N),-105.22681   (105°13'36.52"S), 49.25071   (49°15'02.56"N),-108.58126  (108°34'52.54"W), 49.30604   (49°18'21.74"N),-105.21735   (105°13'02.46"S),8161,7521,7521,8161,75,4.245,2.769,3.217,.26,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.31494,-106.94743,51.27626,-107.89986,50.89931,-105.32818,49.71002,-108.52825,49.34504,-106.03491,LT50370251995264AAA02,LT50370251995264AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT50370251995264AAA02
LT50370251995232PAC02,LANDSAT_5,SAM,PAC,DAY, 037, 025,2,1995/08/20,1995:232:17:02:10.63913,1995:232:17:02:37.61831,N,9,9,9,9,9,9,9,9,.25,.01,.09,.41,.47,43.98834415,133.90249362, 50.30694   (50°18'24.98"N),-106.92454   (106°55'28.34"W), 51.26824   (51°16'05.66"N),-107.87685  (107°52'36.66"W), 50.89135   (50°53'28.86"N),-105.30559   (105°18'20.12"W), 49.70198   (49°42'07.13"N),-108.50507   (108°30'18.25"W), 49.33707 (49°20'13.45"N),-106.01211   (106°00'43.60"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27097   (51°16'15.49"N),-108.71042   (108°42'37.51"S), 51.32961   (51°19'46.60"N),-105.20525   (105°12'18.90"S), 49.24608   (49°14'45.89"N),-108.55618  (108°33'22.25"W), 49.30068   (49°18'02.45"N),-105.19670   (105°11'48.12"S),8151,7521,7521,8151,126,3.893,2.502,2.982,.17,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.30694,-106.92454,51.26824,-107.87685,50.89135,-105.30559,49.70198,-108.50507,49.33707,-106.01211,LT50370251995232PAC02,LT50370251995232PAC02,http://earthexplorer.usgs.gov/download/options/5440/LT50370251995232PAC02
LT50370251995216XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1995/08/04,1995:216:17:02:55.01825,1995:216:17:03:21.99600,N,9,9,9,9,9,9,9,9,0,10,10,10,0,47.93316955,129.92088316, 50.30684   (50°18'24.62"N),-106.91168   (106°54'42.05"W), 51.26814   (51°16'05.30"N),-107.86399  (107°51'50.36"W), 50.89125   (50°53'28.50"N),-105.29274   (105°17'33.86"W), 49.70188   (49°42'06.77"N),-108.49221   (108°29'31.96"W), 49.33697 (49°20'13.09"N),-105.99926   (105°59'57.34"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27421   (51°16'27.16"N),-108.69347   (108°41'36.49"S), 51.33232   (51°19'56.35"N),-105.19665   (105°11'47.94"S), 49.25198   (49°15'07.13"N),-108.54011  (108°32'24.40"W), 49.30609   (49°18'21.92"N),-105.18846   (105°11'18.46"S),8131,7511,7511,8131,105,3.995,2.808,2.841,.183,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.30684,-106.91168,51.26814,-107.86399,50.89125,-105.29274,49.70188,-108.49221,49.33697,-105.99926,LT50370251995216XXX01,LT50370251995216XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251995216XXX01
