Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT50210271995056XXX00,LANDSAT_5,N/A,XXX,DAY, 021, 027,2,1995/02/25,1995:056:15:31:52.39681,1995:056:15:32:19.35763,N,9,9,9,9,9,9,9,9,0,0,0,0,0,26.12381089,142.64971764, 47.46604   (47°27'57.74"N), -83.28628   (83°17'10.61"W), 48.41998   (48°25'11.93"N), -84.19925  (84°11'57.30"W), 48.06416   (48°03'50.98"N), -81.76617   (81°45'58.21"W), 46.84960   (46°50'58.56"N), -84.77313   (84°46'23.27"W), 46.50403 (46°30'14.51"N), -82.40776   (82°24'27.94"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.42288   (48°25'22.37"N), -84.96475   (84°57'53.10"S), 48.48921   (48°29'21.16"N), -81.68077   (81°40'50.77"S), 46.41105   (46°24'39.78"N), -84.81632  (84°48'58.75"W), 46.47289   (46°28'22.40"N), -81.65520   (81°39'18.72"S),8101,7471,7471,8101,45,4.937,3.525,3.456,.245,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46604,-83.28628,48.41998,-84.19925,48.06416,-81.76617,46.8496,-84.77313,46.50403,-82.40776,LT50210271995056XXX00,LT50210271995056XXX00,http://earthexplorer.usgs.gov/download/options/5440/LT50210271995056XXX00
LT50220271995047XXX01,LANDSAT_5,N/A,XXX,DAY, 022, 027,2,1995/02/16,1995:047:15:38:23.16019,1995:047:15:38:50.12025,N,9,9,9,9,9,9,9,9,30,0,0,0,0,23.10388341,143.94848241, 47.46054   (47°27'37.94"N), -84.82792   (84°49'40.51"W), 48.41446   (48°24'52.06"N), -85.74082  (85°44'26.95"W), 48.05869   (48°03'31.28"N), -83.30799   (83°18'28.76"W), 46.84408   (46°50'38.69"N), -86.31460   (86°18'52.56"W), 46.49854 (46°29'54.74"N), -83.94946   (83°56'58.06"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.46518   (48°27'54.65"N), -86.36555   (86°21'55.98"S), 48.40362   (48°24'13.03"N), -83.18406   (83°11'02.62"S), 46.52443   (46°31'27.95"N), -86.38851  (86°23'18.64"W), 46.46689   (46°28'00.80"N), -83.32176   (83°19'18.34"S),7851,7191,7191,7851,34,6.529,4.028,5.139,.316,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46054,-84.82792,48.41446,-85.74082,48.05869,-83.30799,46.84408,-86.3146,46.49854,-83.94946,LT50220271995047XXX01,LT50220271995047XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50220271995047XXX01
LT50220271994348XXX02,LANDSAT_5,N/A,XXX,DAY, 022, 027,2,1994/12/14,1994:348:15:40:46.19019,1994:348:15:41:13.14588,N,9,9,9,9,9,9,9,9,60,40,20,50,40,14.90516935,153.30265995, 47.45880   (47°27'31.68"N), -84.83210   (84°49'55.56"W), 48.41272   (48°24'45.79"N), -85.74497  (85°44'41.89"W), 48.05695   (48°03'25.02"N), -83.31223   (83°18'44.03"W), 46.84233   (46°50'32.39"N), -86.31873   (86°19'07.43"W), 46.49681 (46°29'48.52"N), -83.95366   (83°57'13.18"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44094   (48°26'27.38"N), -86.37396   (86°22'26.26"S), 48.37978   (48°22'47.21"N), -83.19800   (83°11'52.80"S), 46.50288   (46°30'10.37"N), -86.39657  (86°23'47.65"W), 46.44571   (46°26'44.56"N), -83.33490   (83°20'05.64"S),7841,7181,7181,7841,32,14.358,11.841,8.121,.771,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.4588,-84.8321,48.41272,-85.74497,48.05695,-83.31223,46.84233,-86.31873,46.49681,-83.95366,LT50220271994348XXX02,LT50220271994348XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994348XXX02
LT50220271994300PAC03,LANDSAT_5,SAM,PAC,DAY, 022, 027,2,1994/10/27,1994:300:15:42:20.88625,1994:300:15:42:47.83894,N,9,9,9,9,9,9,9,9,17.54,4.73,38.16,0,27.25,25.66972739,152.6798923, 47.46396   (47°27'50.26"N), -84.83230   (84°49'56.28"W), 48.41789   (48°25'04.40"N), -85.74524  (85°44'42.86"W), 48.06209   (48°03'43.52"N), -83.31226   (83°18'44.14"W), 46.84751   (46°50'51.04"N), -86.31909   (86°19'08.72"W), 46.50195 (46°30'07.02"N), -83.95380   (83°57'13.68"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44634   (48°26'46.82"N), -86.37390   (86°22'26.04"S), 48.38504   (48°23'06.14"N), -83.19356   (83°11'36.82"S), 46.50558   (46°30'20.09"N), -86.39654  (86°23'47.54"W), 46.44828   (46°26'53.81"N), -83.33083   (83°19'50.99"S),7851,7191,7191,7851,88,5.024,3.722,3.375,.251,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46396,-84.8323,48.41789,-85.74524,48.06209,-83.31226,46.84751,-86.31909,46.50195,-83.9538,LT50220271994300PAC03,LT50220271994300PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994300PAC03
LT50220271994284XXX02,LANDSAT_5,N/A,XXX,DAY, 022, 027,2,1994/10/11,1994:284:15:42:52.82356,1994:284:15:43:19.77450,N,9,9,9,9,9,9,9,9,0,0,0,0,0,30.91211431,149.91001156, 47.46821   (47°28'05.56"N), -84.84066   (84°50'26.38"W), 48.42215   (48°25'19.74"N), -85.75366  (85°45'13.18"W), 48.06632   (48°03'58.75"N), -83.32049   (83°19'13.76"W), 46.85177   (46°51'06.37"N), -86.32757   (86°19'39.25"W), 46.50619 (46°30'22.28"N), -83.96212   (83°57'43.63"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.45182   (48°27'06.55"N), -86.39006   (86°23'24.22"S), 48.39069   (48°23'26.48"N), -83.20124   (83°12'04.46"S), 46.51106   (46°30'39.82"N), -86.41212  (86°24'43.63"W), 46.45392   (46°27'14.11"N), -83.33826   (83°20'17.74"S),7871,7191,7191,7871,137,4.819,3.31,3.502,.213,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46821,-84.84066,48.42215,-85.75366,48.06632,-83.32049,46.85177,-86.32757,46.50619,-83.96212,LT50220271994284XXX02,LT50220271994284XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994284XXX02
LT50210271994261XXX01,LANDSAT_5,N/A,XXX,DAY, 021, 027,2,1994/09/18,1994:261:15:37:21.92319,1994:261:15:37:48.87238,N,9,9,9,9,9,9,9,9,30,50,50,10,30,38.55865137,144.01907306, 47.46495   (47°27'53.82"N), -83.29450   (83°17'40.20"W), 48.41888   (48°25'07.97"N), -84.20745  (84°12'26.82"W), 48.06308   (48°03'47.09"N), -81.77443   (81°46'27.95"W), 46.84850   (46°50'54.60"N), -84.78132   (84°46'52.75"W), 46.50294 (46°30'10.58"N), -82.41599   (82°24'57.56"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.41949   (48°25'10.16"N), -84.98477   (84°59'05.17"S), 48.48649   (48°29'11.36"N), -81.68479   (81°41'05.24"S), 46.40771   (46°24'27.76"N), -84.83560  (84°50'08.16"W), 46.47017   (46°28'12.61"N), -81.65908   (81°39'32.69"S),8141,7471,7471,8141,58,4.251,3.105,2.903,.189,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46495,-83.2945,48.41888,-84.20745,48.06308,-81.77443,46.8485,-84.78132,46.50294,-82.41599,LT50210271994261XXX01,LT50210271994261XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50210271994261XXX01
LT50220271994252XXX02,LANDSAT_5,N/A,XXX,DAY, 022, 027,2,1994/09/09,1994:252:15:43:47.31800,1994:252:15:44:14.26631,N,9,9,9,9,9,9,9,9,20,30,70,0,0,41.39746112,141.29119146, 47.46066   (47°27'38.38"N), -84.84240   (84°50'32.64"W), 48.41458   (48°24'52.49"N), -85.75530  (85°45'19.08"W), 48.05880   (48°03'31.68"N), -83.32247   (83°19'20.89"W), 46.84420   (46°50'39.12"N), -86.32909   (86°19'44.72"W), 46.49866 (46°29'55.18"N), -83.96394   (83°57'50.18"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44373   (48°26'37.43"N), -86.39016   (86°23'24.58"S), 48.38261   (48°22'57.40"N), -83.20184   (83°12'06.62"S), 46.50026   (46°30'00.94"N), -86.41224  (86°24'44.06"W), 46.44314   (46°26'35.30"N), -83.33898   (83°20'20.33"S),7871,7201,7201,7871,46,4.529,3.272,3.131,.187,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46066,-84.8424,48.41458,-85.7553,48.0588,-83.32247,46.8442,-86.32909,46.49866,-83.96394,LT50220271994252XXX02,LT50220271994252XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994252XXX02
LT50210271994229AAA02,LANDSAT_5,N/A,AAA,DAY, 021, 027,2,1994/08/17,1994:229:15:38:11.06556,1994:229:15:38:38.01194,N,9,9,9,9,9,9,9,9,70,90,80,70,50,47.90578129,134.13311647, 47.46650   (47°27'59.40"N), -83.28574   (83°17'08.66"W), 48.42044   (48°25'13.58"N), -84.19872  (84°11'55.39"W), 48.06462   (48°03'52.63"N), -81.76562   (81°45'56.23"W), 46.85006   (46°51'00.22"N), -84.77260   (84°46'21.36"W), 46.50449 (46°30'16.16"N), -82.40722   (82°24'25.99"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.42288   (48°25'22.37"N), -84.96475   (84°57'53.10"S), 48.48921   (48°29'21.16"N), -81.68077   (81°40'50.77"S), 46.41105   (46°24'39.78"N), -84.81632  (84°48'58.75"W), 46.47289   (46°28'22.40"N), -81.65520   (81°39'18.72"S),8101,7471,7471,8101,42,4.403,3.05,3.176,.175,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.4665,-83.28574,48.42044,-84.19872,48.06462,-81.76562,46.85006,-84.7726,46.50449,-82.40722,LT50210271994229AAA02,LT50210271994229AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT50210271994229AAA02
LT50220271994204PAC03,LANDSAT_5,SAM,PAC,DAY, 022, 027,2,1994/07/23,1994:204:15:45:01.43969,1994:204:15:45:28.38369,N,9,9,9,9,9,9,9,9,80.64,96.77,79.5,84.56,61.72,53.33295299,127.95546077, 47.46271   (47°27'45.76"N), -84.84186   (84°50'30.70"W), 48.41664   (48°24'59.90"N), -85.75479  (85°45'17.24"W), 48.06085   (48°03'39.06"N), -83.32186   (83°19'18.70"W), 46.84625   (46°50'46.50"N), -86.32861   (86°19'43.00"W), 46.50071 (46°30'02.56"N), -83.96338   (83°57'48.17"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44636   (48°26'46.90"N), -86.37795   (86°22'40.62"S), 48.38557   (48°23'08.05"N), -83.20973   (83°12'35.03"S), 46.50560   (46°30'20.16"N), -86.40045  (86°24'01.62"W), 46.44878   (46°26'55.61"N), -83.34642   (83°20'47.11"S),7821,7191,7191,7821,50,4.872,2.788,3.995,.204,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46271,-84.84186,48.41664,-85.75479,48.06085,-83.32186,46.84625,-86.32861,46.50071,-83.96338,LT50220271994204PAC03,LT50220271994204PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994204PAC03
LT50210271994197XXX02,LANDSAT_5,N/A,XXX,DAY, 021, 027,2,1994/07/16,1994:197:15:39:02.56038,1994:197:15:39:29.50425,N,9,9,9,9,9,9,9,9,0,0,0,0,10,54.48314508,126.89849188, 47.46563   (47°27'56.27"N), -83.30540   (83°18'19.44"W), 48.41957   (48°25'10.45"N), -84.21836  (84°13'06.10"W), 48.06375   (48°03'49.50"N), -81.78531   (81°47'07.12"W), 46.84918   (46°50'57.05"N), -84.79224   (84°47'32.06"W), 46.50362 (46°30'13.03"N), -82.42688   (82°25'36.77"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.41963   (48°25'10.67"N), -84.98072   (84°58'50.59"S), 48.48639   (48°29'11.00"N), -81.70103   (81°42'03.71"S), 46.40784   (46°24'28.22"N), -84.83171  (84°49'54.16"W), 46.47008   (46°28'12.29"N), -81.67471   (81°40'28.96"S),8091,7471,7471,8091,116,4.618,3.6,2.893,.199,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46563,-83.3054,48.41957,-84.21836,48.06375,-81.78531,46.84918,-84.79224,46.50362,-82.42688,LT50210271994197XXX02,LT50210271994197XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT50210271994197XXX02
LT50220271994188PAC03,LANDSAT_5,SAM,PAC,DAY, 022, 027,2,1994/07/07,1994:188:15:45:27.95144,1994:188:15:45:54.89444,N,9,9,9,9,9,9,9,9,65.05,25.34,42.13,99.33,93.38,55.668346,126.08841837, 47.46936   (47°28'09.70"N), -84.85606   (84°51'21.82"W), 48.42330   (48°25'23.88"N), -85.76907  (85°46'08.65"W), 48.06747   (48°04'02.89"N), -83.33585   (83°20'09.06"W), 46.85293   (46°51'10.55"N), -86.34301   (86°20'34.84"W), 46.50734 (46°30'26.42"N), -83.97750   (83°58'39.00"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.45186   (48°27'06.70"N), -86.39817   (86°23'53.41"S), 48.39136   (48°23'28.90"N), -83.22146   (83°13'17.26"S), 46.51110   (46°30'39.96"N), -86.41994  (86°25'11.78"W), 46.45454   (46°27'16.34"N), -83.35775   (83°21'27.90"S),7841,7191,7191,7841,97,3.371,2.163,2.586,.123,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46936,-84.85606,48.4233,-85.76907,48.06747,-83.33585,46.85293,-86.34301,46.50734,-83.9775,LT50220271994188PAC03,LT50220271994188PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994188PAC03
LT50210271994181AAA02,LANDSAT_5,N/A,AAA,DAY, 021, 027,2,1994/06/30,1994:181:15:39:28.91669,1994:181:15:39:55.85906,N,9,9,9,9,9,9,9,9,30,0,0,40,50,56.35064586,125.94448679, 47.46877   (47°28'07.57"N), -83.31688   (83°19'00.77"W), 48.42271   (48°25'21.76"N), -84.22989  (84°13'47.60"W), 48.06688   (48°04'00.77"N), -81.79669   (81°47'48.08"W), 46.85234   (46°51'08.42"N), -84.80381   (84°48'13.72"W), 46.50675 (46°30'24.30"N), -82.43833   (82°26'17.99"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.42431   (48°25'27.52"N), -85.00137   (85°00'04.93"S), 48.49174   (48°29'30.26"N), -81.70922   (81°42'33.19"S), 46.41257   (46°24'45.25"N), -84.85156  (84°51'05.62"W), 46.47543   (46°28'31.55"N), -81.68259   (81°40'57.32"S),8121,7471,7471,8121,72,4.976,3.61,3.425,.209,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46877,-83.31688,48.42271,-84.22989,48.06688,-81.79669,46.85234,-84.80381,46.50675,-82.43833,LT50210271994181AAA02,LT50210271994181AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT50210271994181AAA02
LT50220271994172PAC03,LANDSAT_5,SAM,PAC,DAY, 022, 027,2,1994/06/21,1994:172:15:45:52.86169,1994:172:15:46:19.80294,N,9,9,9,9,9,9,9,9,12.12,9.54,38.84,.01,.1,56.86059453,126.34155918, 47.46644   (47°27'59.18"N), -84.86674   (84°52'00.26"W), 48.42038   (48°25'13.37"N), -85.77971  (85°46'46.96"W), 48.06456   (48°03'52.42"N), -83.34662   (83°20'47.83"W), 46.85000   (46°51'00.00"N), -86.35360   (86°21'12.96"W), 46.50443 (46°30'15.95"N), -83.98822   (83°59'17.59"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44925   (48°26'57.30"N), -86.41443   (86°24'51.95"S), 48.38880   (48°23'19.68"N), -83.22570   (83°13'32.52"S), 46.50578   (46°30'20.81"N), -86.43564  (86°26'08.30"W), 46.44927   (46°26'57.37"N), -83.36201   (83°21'43.24"S),7871,7201,7201,7871,89,4.915,2.842,4.01,.14,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46644,-84.86674,48.42038,-85.77971,48.06456,-83.34662,46.85,-86.3536,46.50443,-83.98822,LT50220271994172PAC03,LT50220271994172PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994172PAC03
LT50210271994165PAC03,LANDSAT_5,SAM,PAC,DAY, 021, 027,2,1994/06/14,1994:165:15:39:51.49644,1994:165:15:40:18.43744,N,9,9,9,9,9,9,9,9,92.78,99.73,76.46,100,94.93,56.95496368,127.09593942, 47.46911   (47°28'08.80"N), -83.32189   (83°19'18.80"W), 48.42305   (48°25'22.98"N), -84.23490  (84°14'05.64"W), 48.06722   (48°04'01.99"N), -81.80169   (81°48'06.08"W), 46.85268   (46°51'09.65"N), -84.80883   (84°48'31.79"W), 46.50709 (46°30'25.52"N), -82.44334   (82°26'36.02"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.42403   (48°25'26.51"N), -85.00946   (85°00'34.06"S), 48.49174   (48°29'30.26"N), -81.70922   (81°42'33.19"S), 46.40961   (46°24'34.60"N), -84.85916  (84°51'32.98"W), 46.47273   (46°28'21.83"N), -81.68256   (81°40'57.22"S),8141,7481,7481,8141,66,6.051,4.009,4.532,.237,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46911,-83.32189,48.42305,-84.2349,48.06722,-81.80169,46.85268,-84.80883,46.50709,-82.44334,LT50210271994165PAC03,LT50210271994165PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50210271994165PAC03
LT50220271994140PAC04,LANDSAT_5,SAM,PAC,DAY, 022, 027,2,1994/05/20,1994:140:15:46:31.18581,1994:140:15:46:58.12469,N,9,9,9,9,9,9,9,9,38.06,47.26,48.49,36.84,19.66,54.81151764,131.78930071, 47.47059   (47°28'14.12"N), -84.84966   (84°50'58.78"W), 48.42454   (48°25'28.34"N), -85.76269  (85°45'45.68"W), 48.06869   (48°04'07.28"N), -83.32941   (83°19'45.88"W), 46.85416   (46°51'14.98"N), -86.33665   (86°20'11.94"W), 46.50857 (46°30'30.85"N), -83.97109   (83°58'15.92"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.45456   (48°27'16.42"N), -86.39814   (86°23'53.30"S), 48.39365   (48°23'37.14"N), -83.20913   (83°12'32.87"S), 46.51380   (46°30'49.68"N), -86.41991  (86°25'11.68"W), 46.45686   (46°27'24.70"N), -83.34588   (83°20'45.17"S),7871,7191,7191,7871,103,4.198,2.671,3.239,.166,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.47059,-84.84966,48.42454,-85.76269,48.06869,-83.32941,46.85416,-86.33665,46.50857,-83.97109,LT50220271994140PAC04,LT50220271994140PAC04,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994140PAC04
LT50210271994133PAC03,LANDSAT_5,SAM,PAC,DAY, 021, 027,2,1994/05/13,1994:133:15:40:27.24938,1994:133:15:40:54.18806,N,9,9,9,9,9,9,9,9,0,0,0,0,0,53.50106415,133.32756947, 47.46583   (47°27'56.99"N), -83.29866   (83°17'55.18"W), 48.41977   (48°25'11.17"N), -84.21163  (84°12'41.87"W), 48.06395   (48°03'50.22"N), -81.77856   (81°46'42.82"W), 46.84939   (46°50'57.80"N), -84.78550   (84°47'07.80"W), 46.50382 (46°30'13.75"N), -82.42014   (82°25'12.50"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.41949   (48°25'10.16"N), -84.98477   (84°59'05.17"S), 48.48646   (48°29'11.26"N), -81.68885   (81°41'19.86"S), 46.40771   (46°24'27.76"N), -84.83560  (84°50'08.16"W), 46.47015   (46°28'12.54"N), -81.66299   (81°39'46.76"S),8131,7471,7471,8131,181,4.553,3.286,3.151,.171,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46583,-83.29866,48.41977,-84.21163,48.06395,-81.77856,46.84939,-84.7855,46.50382,-82.42014,LT50210271994133PAC03,LT50210271994133PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50210271994133PAC03
LT50220271994124PAC03,LANDSAT_5,SAM,PAC,DAY, 022, 027,2,1994/05/04,1994:124:15:46:48.72669,1994:124:15:47:15.66419,N,9,9,9,9,9,9,9,9,68.96,99.98,50.54,98.99,26.33,51.38959017,135.23162612, 47.46173   (47°27'42.23"N), -84.84091   (84°50'27.28"W), 48.41566   (48°24'56.38"N), -85.75382  (85°45'13.75"W), 48.05987   (48°03'35.53"N), -83.32094   (83°19'15.38"W), 46.84527   (46°50'42.97"N), -86.32763   (86°19'39.47"W), 46.49973 (46°29'59.03"N), -83.96244   (83°57'44.78"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44370   (48°26'37.32"N), -86.38610   (86°23'09.96"S), 48.38274   (48°22'57.86"N), -83.20589   (83°12'21.20"S), 46.50294   (46°30'10.58"N), -86.40830  (86°24'29.88"W), 46.44596   (46°26'45.46"N), -83.34270   (83°20'33.72"S),7851,7191,7191,7851,73,4.632,3.302,3.248,.234,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46173,-84.84091,48.41566,-85.75382,48.05987,-83.32094,46.84527,-86.32763,46.49973,-83.96244,LT50220271994124PAC03,LT50220271994124PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994124PAC03
LT50220271994108PAC03,LANDSAT_5,SAM,PAC,DAY, 022, 027,2,1994/04/18,1994:108:15:47:06.64781,1994:108:15:47:33.58431,N,9,9,9,9,9,9,9,9,84.27,97.53,80.38,87.17,71.99,46.61738739,138.21706045, 47.46677   (47°28'00.37"N), -84.83197   (84°49'55.09"W), 48.42071   (48°25'14.56"N), -85.74495  (85°44'41.82"W), 48.06489   (48°03'53.60"N), -83.31184   (83°18'42.62"W), 46.85033   (46°51'01.19"N), -86.31884   (86°19'07.82"W), 46.50476 (46°30'17.14"N), -83.95344   (83°57'12.38"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44634   (48°26'46.82"N), -86.37390   (86°22'26.04"S), 48.38530   (48°23'07.08"N), -83.20164   (83°12'05.90"S), 46.50288   (46°30'10.37"N), -86.39657  (86°23'47.65"W), 46.44583   (46°26'44.99"N), -83.33880   (83°20'19.68"S),7831,7201,7201,7831,75,10.876,7.243,8.113,.442,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46677,-84.83197,48.42071,-85.74495,48.06489,-83.31184,46.85033,-86.31884,46.50476,-83.95344,LT50220271994108PAC03,LT50220271994108PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50220271994108PAC03
LT50210271994101PAC03,LANDSAT_5,SAM,PAC,DAY, 021, 027,2,1994/04/11,1994:101:15:41:03.37150,1994:101:15:41:30.30763,N,9,9,9,9,9,9,9,9,.54,0,0,.03,2.12,44.20584586,139.34123943, 47.46448   (47°27'52.13"N), -83.28388   (83°17'01.97"W), 48.41841   (48°25'06.28"N), -84.19683  (84°11'48.59"W), 48.06261   (48°03'45.40"N), -81.76382   (81°45'49.75"W), 46.84803   (46°50'52.91"N), -84.77068   (84°46'14.45"W), 46.50247 (46°30'08.89"N), -82.40538   (82°24'19.37"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.42032   (48°25'13.15"N), -84.96050   (84°57'37.80"S), 48.48649   (48°29'11.36"N), -81.68479   (81°41'05.24"S), 46.40849   (46°24'30.56"N), -84.81224  (84°48'44.06"W), 46.47017   (46°28'12.61"N), -81.65908   (81°39'32.69"S),8081,7471,7471,8081,109,6.559,4.158,5.072,.286,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46448,-83.28388,48.41841,-84.19683,48.06261,-81.76382,46.84803,-84.77068,46.50247,-82.40538,LT50210271994101PAC03,LT50210271994101PAC03,http://earthexplorer.usgs.gov/download/options/5440/LT50210271994101PAC03
