Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70370252008196EDC00,N/A,EDC,DAY, 037, 025,2008/07/14,2008:196:17:48:24.9483125,2008:196:17:48:51.7022500, 9, 9,  15.59,  34.68,   3.64,  21.55,   2.49,56.7406006,141.9767914,50°16'51.60"N,106°58'27.12"W,51°15'31.68"N,107°58'26.76"W,50°52'17.40"N,105°18'19.08"W,49°40'07.68"N,108°36'10.08"W,49°17'39.84"N,106°01'04.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.486056,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25684   (51°15'24.62"N),-108.64477  (108°38'41.17"W), 51.31359   (51°18'48.92"N),-105.06744  (105°04'02.78"W), 49.23989   (49°14'23.60"N),-108.49390   (108°29'38.04"W), 49.29273   (49°17'33.83"N),-105.06464   (105°03'52.70"W),14981,16641,7491,8321,7491,8321,,,22,5.6,2.921,4.778,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.281,-106.9742,51.2588,-107.9741,50.8715,-105.3053,49.6688,-108.6028,49.2944,-106.018,LE70370252008196EDC00,LE70370252008196EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252008196EDC00
LE70370252008180EDC00,N/A,EDC,DAY, 037, 025,2008/06/28,2008:180:17:48:36.4602500,2008:180:17:49:03.2141249, 9, 9,   7.04,  13.56,   6.80,   4.60,   3.21,58.5429039,141.6394958,50°16'03.72"N,106°59'16.44"W,51°14'43.08"N,107°59'16.80"W,50°51'28.44"N,105°19'09.12"W,49°39'18.72"N,108°37'00.84"W,49°16'49.80"N,106°01'55.92"W,N,L,L,L,L,H,L,H,H,L,Y,NOMINAL,DE,5.052147,LL,LL,LL,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25617   (51°15'22.21"N),-108.66622  (108°39'58.39"W), 51.31358   (51°18'48.89"N),-105.08465  (105°05'04.74"W), 49.23926   (49°14'21.34"N),-108.51447   (108°30'52.09"W), 49.29272   (49°17'33.79"N),-105.08114   (105°04'52.10"W),14981,16661,7491,8331,7491,8331,,,23,5.284,3.797,3.675,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2677,-106.9879,51.2453,-107.988,50.8579,-105.3192,49.6552,-108.6169,49.2805,-106.0322,LE70370252008180EDC00,LE70370252008180EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252008180EDC00
LE70370252008148EDC00,N/A,EDC,DAY, 037, 025,2008/05/27,2008:148:17:48:54.8716250,2008:148:17:49:21.6255624, 9, 9,   0.61,   0.51,   0.24,   0.74,   0.97,57.5408325,145.5526581,50°14'42.72"N,106°59'28.68"W,51°13'19.56"N,107°59'28.32"W,50°50'01.68"N,105°19'19.92"W,49°37'57.72"N,108°37'13.08"W,49°15'25.56"N,106°02'06.36"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-10.004636,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25550   (51°15'19.80"N),-108.68767  (108°41'15.61"W), 51.31356   (51°18'48.82"N),-105.10187  (105°06'06.73"W), 49.23864   (49°14'19.10"N),-108.53504   (108°32'06.14"W), 49.29271   (49°17'33.76"N),-105.09764   (105°05'51.50"W),14981,16681,7491,8341,7491,8341,,,33,6.583,3.056,5.831,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2452,-106.9913,51.2221,-107.9912,50.8338,-105.3222,49.6327,-108.6203,49.2571,-106.0351,LE70370252008148EDC00,LE70370252008148EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252008148EDC00
LE70380252008123EDC00,N/A,EDC,DAY, 038, 025,2008/05/02,2008:123:17:55:15.1434999,2008:123:17:55:41.8973749, 9, 9,   5.77,   5.00,   0.00,  18.07,   0.01,52.1986465,149.4286499,50°14'04.56"N,108°30'38.16"W,51°12'46.80"N,109°30'29.16"W,50°49'25.68"N,106°50'26.88"W,49°37'25.32"N,110°08'21.48"W,49°14'50.28"N,107°33'20.52"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,11.148908,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28556   (51°17'08.02"N),-110.06076  (110°03'38.74"W), 51.20656   (51°12'23.62"N),-106.60012  (106°36'00.43"W), 49.33780   (49°20'16.08"N),-110.09837   (110°05'54.13"W), 49.26404   (49°15'50.54"N),-106.77568   (106°46'32.45"W),14441,16121,7221,8061,7221,8061,,,94,5.802,3.576,4.569,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2346,-108.5106,51.213,-109.5081,50.8238,-106.8408,49.6237,-110.1393,49.2473,-107.5557,LE70380252008123EDC00,LE70380252008123EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252008123EDC00
LE70380252008107EDC00,N/A,EDC,DAY, 038, 025,2008/04/16,2008:107:17:55:18.7398750,2008:107:17:55:45.4938125, 9, 9,  44.68,  49.27,  62.97,  26.37,  40.12,47.0769043,151.1408691,50°13'55.92"N,108°29'07.80"W,51°12'42.84"N,109°28'52.68"W,50°49'20.28"N,106°48'55.44"W,49°37'21.00"N,110°06'48.24"W,49°14'44.52"N,107°31'52.32"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,4.530149,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28560   (51°17'08.16"N),-110.06506  (110°03'54.22"W), 51.20672   (51°12'24.19"N),-106.60440  (106°36'15.84"W), 49.34593   (49°20'45.35"N),-110.10235   (110°06'08.46"W), 49.27227   (49°16'20.17"N),-106.77910   (106°46'44.76"W),14381,16121,7191,8061,7191,8061,,,15,9.979,3.264,9.43,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2322,-108.4855,51.2119,-109.4813,50.8223,-106.8154,49.6225,-110.1134,49.2457,-107.5312,LE70380252008107EDC00,LE70380252008107EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252008107EDC00
LE70370252008100EDC00,N/A,EDC,DAY, 037, 025,2008/04/09,2008:100:17:49:08.8912500,2008:100:17:49:35.6451249, 9, 9,  61.92,  77.81,  69.33,  48.52,  52.02,44.5399284,151.7026367,50°13'56.64"N,106°55'42.24"W,51°12'42.12"N,107°55'27.12"W,50°49'18.84"N,105°15'31.68"W,49°37'20.28"N,108°33'26.28"W,49°14'43.08"N,105°58'31.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-11.904752,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25927   (51°15'33.37"N),-108.65356  (108°39'12.82"W), 51.31628   (51°18'58.61"N),-105.07605  (105°04'33.78"W), 49.23425   (49°14'03.30"N),-108.50175   (108°30'06.30"W), 49.28733   (49°17'14.39"N),-105.07288   (105°04'22.37"W),15041,16641,7521,8321,7521,8321,,,5,9.558,9.132,2.822,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2324,-106.9284,51.2117,-107.9242,50.8219,-105.2588,49.6223,-108.5573,49.2453,-105.9755,LE70370252008100EDC00,LE70370252008100EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252008100EDC00
LE70370252008068EDC00,N/A,EDC,DAY, 037, 025,2008/03/08,2008:068:17:49:09.7398124,2008:068:17:49:36.4937499, 9, 9,  27.18,  14.99,  16.00,  35.17,  42.55,31.9779758,153.68013,50°14'25.44"N,106°52'00.12"W,51°13'15.96"N,107°51'40.32"W,50°49'47.64"N,105°11'44.16"W,49°37'53.76"N,108°29'43.80"W,49°15'11.52"N,105°54'49.32"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-12.252488,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25724   (51°15'26.06"N),-108.63189  (108°37'54.80"W), 51.31360   (51°18'48.96"N),-105.05022  (105°03'00.79"W), 49.24026   (49°14'24.94"N),-108.48156   (108°28'53.62"W), 49.29274   (49°17'33.86"N),-105.04813   (105°02'53.27"W),14981,16661,7491,8331,7491,8331,,,25,7.944,5.712,5.521,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2404,-106.8667,51.2211,-107.8612,50.8299,-105.1956,49.6316,-108.4955,49.2532,-105.9137,LE70370252008068EDC00,LE70370252008068EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252008068EDC00
LE70370252008052EDC00,N/A,EDC,DAY, 037, 025,2008/02/21,2008:052:17:49:15.5435000,2008:052:17:49:42.2974374, 9, 9,  19.35,   5.19,   3.62,  33.52,  35.08,25.9519024,154.8316193,50°14'55.32"N,106°52'01.92"W,51°13'33.96"N,107°51'51.48"W,50°50'02.76"N,105°11'50.28"W,49°38'14.28"N,108°29'54.24"W,49°15'29.52"N,105°54'54.72"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-.985745,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25415   (51°15'14.94"N),-108.64455  (108°38'40.38"W), 51.31089   (51°18'39.20"N),-105.06743  (105°04'02.75"W), 49.23450   (49°14'04.20"N),-108.49352   (108°29'36.67"W), 49.28733   (49°17'14.39"N),-105.06463   (105°03'52.67"W),15001,16641,7501,8321,7501,8321,,,46,11.623,7.417,8.949,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2487,-106.8672,51.2261,-107.8643,50.8341,-105.1973,49.6373,-108.4984,49.2582,-105.9152,LE70370252008052EDC00,LE70370252008052EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252008052EDC00
LE70370252008036EDC00,N/A,EDC,DAY, 037, 025,2008/02/05,2008:036:17:49:19.4080625,2008:036:17:49:46.1620000, 9, 9,  69.36,  53.71,  85.80,  60.51,  77.43,20.769619,156.348465,50°15'31.68"N,106°52'10.20"W,51°14'26.52"N,107°51'51.84"W,50°50'53.16"N,105°11'44.88"W,49°39'07.20"N,108°30'00.72"W,49°16'19.92"N,105°54'55.44"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-10.173445,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25967   (51°15'34.81"N),-108.64069  (108°38'26.48"W), 51.31629   (51°18'58.64"N),-105.05883  (105°03'31.79"W), 49.23193   (49°13'54.95"N),-108.48922   (108°29'21.19"W), 49.28464   (49°17'04.70"N),-105.05638   (105°03'22.97"W),15061,16661,7531,8331,7531,8331,,,34,15.017,11.626,9.505,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2588,-106.8695,51.2407,-107.8644,50.8481,-105.1958,49.652,-108.5002,49.2722,-105.9154,LE70370252008036EDC00,LE70370252008036EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252008036EDC00
LE70380252007312EDC00,N/A,EDC,DAY, 038, 025,2007/11/08,2007:312:17:55:15.1606249,2007:312:17:55:41.9145625, 9, 9,  32.40,  15.81,  31.07,  39.73,  42.98,21.684536,163.9758453,50°18'54.36"N,108°26'08.16"W,51°17'39.84"N,109°25'55.92"W,50°54'08.64"N,106°45'42.84"W,49°42'19.80"N,110°04'04.08"W,49°19'34.68"N,107°28'53.76"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,7.882476,HL,HL,HL,HH,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28262   (51°16'57.43"N),-110.03071  (110°01'50.56"W), 51.20274   (51°12'09.86"N),-106.57041  (106°34'13.48"W), 49.33218   (49°19'55.85"N),-110.06957   (110°04'10.45"W), 49.25760   (49°15'27.36"N),-106.74735   (106°44'50.46"W),14461,16121,7231,8061,7231,8061,,,56,7.336,5.041,5.33,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.3151,-108.4356,51.2944,-109.4322,50.9024,-106.7619,49.7055,-110.0678,49.3263,-107.4816,LE70380252007312EDC00,LE70380252007312EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252007312EDC00
LE70380252007296EDC00,N/A,EDC,DAY, 038, 025,2007/10/23,2007:296:17:55:04.7940624,2007:296:17:55:31.5479375, 9, 9,  28.58,  57.85,   2.40,  29.26,  24.81,26.7147083,162.7201691,50°19'05.16"N,108°25'48.00"W,51°17'57.84"N,109°25'38.28"W,50°54'27.72"N,106°45'19.08"W,49°42'37.80"N,110°03'43.20"W,49°19'53.76"N,107°28'26.76"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,8.572754,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28258   (51°16'57.29"N),-110.02641  (110°01'35.08"W), 51.20241   (51°12'08.68"N),-106.56185  (106°33'42.66"W), 49.34024   (49°20'24.86"N),-110.06529   (110°03'55.04"W), 49.26537   (49°15'55.33"N),-106.73843   (106°44'18.35"W),14401,16141,7201,8071,7201,8071,,,97,6.641,4.596,4.794,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.3181,-108.43,51.2994,-109.4273,50.9077,-106.7553,49.7105,-110.062,49.3316,-107.4741,LE70380252007296EDC00,LE70380252007296EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252007296EDC00
LE70370252007289EDC00,N/A,EDC,DAY, 037, 025,2007/10/16,2007:289:17:48:48.7593749,2007:289:17:49:15.5132499, 9, 9,   2.59,   5.42,   0.11,   4.29,   0.54,29.1193523,161.8026123,50°19'07.32"N,106°52'55.56"W,51°17'54.24"N,107°52'50.88"W,50°54'24.48"N,105°12'29.88"W,49°42'33.84"N,108°30'52.56"W,49°19'50.88"N,105°55'34.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.53023,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25482   (51°15'17.35"N),-108.62310  (108°37'23.16"W), 51.31090   (51°18'39.24"N),-105.04161  (105°02'29.80"W), 49.23512   (49°14'06.43"N),-108.47295   (108°28'22.62"W), 49.28734   (49°17'14.42"N),-105.03988   (105°02'23.57"W),15001,16661,7501,8331,7501,8331,,,31,13.163,11.014,7.208,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.3187,-106.8821,51.2984,-107.8808,50.9068,-105.2083,49.7094,-108.5146,49.3308,-105.9262,LE70370252007289EDC00,LE70370252007289EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252007289EDC00
LE70380252007280EDC00,N/A,EDC,DAY, 038, 025,2007/10/07,2007:280:17:54:52.2923125,2007:280:17:55:19.0461875, 9, 9,   0.01,   0.02,   0.00,   0.02,   0.01,32.3066559,160.321579,50°19'04.44"N,108°25'09.48"W,51°17'45.96"N,109°25'06.96"W,50°54'17.28"N,106°44'44.88"W,49°42'25.20"N,110°03'11.52"W,49°19'42.60"N,107°27'52.56"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-6.90611,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28225   (51°16'56.10"N),-109.98770  (109°59'15.72"W), 51.20111   (51°12'04.00"N),-106.52760  (106°31'39.36"W), 49.33184   (49°19'54.62"N),-110.02828   (110°01'41.81"W), 49.25608   (49°15'21.89"N),-106.70624   (106°42'22.46"W),14461,16121,7231,8061,7231,8061,,,97,5.364,4.092,3.468,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.3179,-108.4193,51.2961,-109.4186,50.9048,-106.7458,49.707,-110.0532,49.3285,-107.4646,LE70380252007280EDC00,LE70380252007280EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252007280EDC00
LE70370252007273EDC00,N/A,EDC,DAY, 037, 025,2007/09/30,2007:273:17:48:45.3492500,2007:273:17:49:12.1032500, 9, 9,  75.12,  99.96,  67.16,  66.46,  66.88,34.8062248,158.910141,50°19'23.52"N,106°56'42.00"W,51°18'03.24"N,107°56'46.68"W,50°54'41.76"N,105°16'23.52"W,49°42'42.12"N,108°34'39.36"W,49°20'06.72"N,105°59'19.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-1.884067,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25860   (51°15'30.96"N),-108.67501  (108°40'30.04"W), 51.31627   (51°18'58.57"N),-105.09327  (105°05'35.77"W), 49.23901   (49°14'20.44"N),-108.52270   (108°31'21.72"W), 49.29271   (49°17'33.76"N),-105.08939   (105°05'21.80"W),15001,16661,7501,8331,7501,8331,,,20,8.436,6.673,5.161,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.3232,-106.945,51.3009,-107.9463,50.9116,-105.2732,49.7117,-108.5776,49.3352,-105.9887,LE70370252007273EDC00,LE70370252007273EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252007273EDC00
LE70370252007257EDC00,N/A,EDC,DAY, 037, 025,2007/09/14,2007:257:17:48:49.2961249,2007:257:17:49:16.0500624, 9, 9,   0.85,   0.43,   0.60,   1.10,   1.25,40.4914131,155.2884674,50°19'04.80"N,106°56'23.64"W,51°17'52.08"N,107°56'25.08"W,50°54'32.40"N,105°16'00.48"W,49°42'29.52"N,108°34'13.08"W,49°19'55.92"N,105°58'51.96"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.243174,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25927   (51°15'33.37"N),-108.65356  (108°39'12.82"W), 51.31628   (51°18'58.61"N),-105.07174  (105°04'18.26"W), 49.24233   (49°14'32.39"N),-108.50232   (108°30'08.35"W), 49.29543   (49°17'43.55"N),-105.06877   (105°04'07.57"W),14981,16661,7491,8331,7491,8331,,,53,7.273,4.351,5.828,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.318,-106.9399,51.2978,-107.9403,50.909,-105.2668,49.7082,-108.5703,49.3322,-105.9811,LE70370252007257EDC00,LE70370252007257EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252007257EDC00
LE70370252007241EDC00,N/A,EDC,DAY, 037, 025,2007/08/29,2007:241:17:48:56.5795000,2007:241:17:49:23.3334375, 9, 9,   1.01,   0.95,   2.06,   0.46,   0.56,45.8185883,151.2129211,50°18'37.44"N,106°56'54.24"W,51°17'22.20"N,107°56'52.80"W,50°54'03.96"N,105°16'32.16"W,49°42'00.00"N,108°34'44.04"W,49°19'27.48"N,105°59'26.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.007008,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25927   (51°15'33.37"N),-108.65356  (108°39'12.82"W), 51.31628   (51°18'58.61"N),-105.07174  (105°04'18.26"W), 49.23964   (49°14'22.70"N),-108.50213   (108°30'07.67"W), 49.29273   (49°17'33.83"N),-105.06876   (105°04'07.54"W),15001,16661,7501,8331,7501,8331,,,46,4.379,2.843,3.33,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.3104,-106.9484,51.2895,-107.948,50.9011,-105.2756,49.7,-108.5789,49.3243,-105.9906,LE70370252007241EDC00,LE70370252007241EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252007241EDC00
LE70370252007225EDC00,N/A,EDC,DAY, 037, 025,2007/08/13,2007:225:17:49:03.5126875,2007:225:17:49:30.2666249, 9, 9,   3.85,   6.67,   8.06,   0.32,   0.36,50.5255089,147.2150726,50°18'01.44"N,106°57'28.08"W,51°16'46.92"N,107°57'27.00"W,50°53'30.12"N,105°17'11.76"W,49°41'24.00"N,108°35'17.52"W,49°18'52.92"N,106°00'04.68"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-2.13905,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25980   (51°15'35.28"N),-108.63640  (108°38'11.04"W), 51.31629   (51°18'58.64"N),-105.06314  (105°03'47.30"W), 49.23475   (49°14'05.10"N),-108.48529   (108°29'07.04"W), 49.28733   (49°17'14.39"N),-105.06051   (105°03'37.84"W),15041,16621,7521,8311,7521,8311,,,50,4.418,2.918,3.317,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.3004,-106.9578,51.2797,-107.9575,50.8917,-105.2866,49.69,-108.5882,49.3147,-106.0013,LE70370252007225EDC00,LE70370252007225EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252007225EDC00
LE70370252007209EDC00,N/A,EDC,DAY, 037, 025,2007/07/28,2007:209:17:49:09.1392499,2007:209:17:49:35.8932499, 9, 9,   1.85,   2.82,   2.67,   0.16,   1.75,54.3971977,143.9546204,50°17'20.40"N,106°57'50.40"W,51°15'56.88"N,107°57'49.68"W,50°52'40.80"N,105°17'40.20"W,49°40'33.60"N,108°35'39.48"W,49°18'03.60"N,106°00'32.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-14.418868,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25698   (51°15'25.13"N),-108.64047  (108°38'25.69"W), 51.31359   (51°18'48.92"N),-105.06313  (105°03'47.27"W), 49.23193   (49°13'54.95"N),-108.48922   (108°29'21.19"W), 49.28464   (49°17'04.70"N),-105.06050   (105°03'37.80"W),15041,16641,7521,8321,7521,8321,,,53,5.591,3.111,4.646,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.289,-106.964,51.2658,-107.9638,50.878,-105.2945,49.676,-108.5943,49.301,-106.009,LE70370252007209EDC00,LE70370252007209EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252007209EDC00
LE70370252007193EDC00,N/A,EDC,DAY, 037, 025,2007/07/12,2007:193:17:49:13.2732499,2007:193:17:49:40.0271875, 9, 9,  28.69,  42.24,  18.42,  17.41,  36.70,57.2280045,142.101059,50°16'37.56"N,106°57'51.84"W,51°15'16.20"N,107°57'50.04"W,50°52'00.12"N,105°17'43.08"W,49°39'52.20"N,108°35'36.60"W,49°17'22.20"N,106°00'32.04"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,1.840055,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25644   (51°15'23.18"N),-108.65764  (108°39'27.50"W), 51.31358   (51°18'48.89"N),-105.08035  (105°04'49.26"W), 49.23682   (49°14'12.55"N),-108.50605   (108°30'21.78"W), 49.29002   (49°17'24.07"N),-105.07701   (105°04'37.24"W),15001,16641,7501,8321,7501,8321,,,48,5.657,3.774,4.214,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2771,-106.9644,51.2545,-107.9639,50.8667,-105.2953,49.6645,-108.5935,49.2895,-106.0089,LE70370252007193EDC00,LE70370252007193EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252007193EDC00
LE70370252007161EDC00,N/A,EDC,DAY, 037, 025,2007/06/10,2007:161:17:49:16.5132499,2007:161:17:49:43.2671874, 9, 9,  57.69,  87.72,  75.04,  38.67,  29.32,58.8284721,143.7224579,50°15'19.08"N,106°56'17.16"W,51°13'54.84"N,107°56'15.72"W,50°50'35.16"N,105°16'08.04"W,49°38'32.64"N,108°34'04.08"W,49°15'59.40"N,105°58'58.08"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,5.06397,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25429   (51°15'15.44"N),-108.64026  (108°38'24.94"W), 51.31089   (51°18'39.20"N),-105.06313  (105°03'47.27"W), 49.23732   (49°14'14.35"N),-108.48960   (108°29'22.56"W), 49.29003   (49°17'24.11"N),-105.06051   (105°03'37.84"W),14981,16641,7491,8321,7491,8321,,,23,5.721,2.75,5.017,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2553,-106.9381,51.2319,-107.9377,50.8431,-105.2689,49.6424,-108.5678,49.2665,-105.9828,LE70370252007161EDC00,LE70370252007161EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252007161EDC00
