Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70220272008155EDC00,N/A,EDC,DAY, 022, 027,2008/06/03,2008:155:16:16:56.8616250,2008:155:16:17:23.6155624, 9, 9,   5.96,   0.34,   1.09,  17.04,   5.37,60.1834526,139.9402161,47°25'00.48"N,84°57'43.92"W,48°23'15.72"N,85°55'09.84"W,48°01'17.76"N,83°23'43.80"W,46°47'38.40"N,86°29'38.04"W,46°26'19.68"N,84°02'33.36"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.728628,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44649   (48°26'47.36"N), -86.40229  (86°24'08.24"W), 48.38328   (48°22'59.81"N), -83.14100  (83°08'27.60"W), 46.50572   (46°30'20.59"N), -86.42391   (86°25'26.08"W), 46.44664   (46°26'47.90"N), -83.28015   (83°16'48.54"W),14381,16101,7191,8051,7191,8051,,,177,3.546,2.269,2.725,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4168,-84.9622,48.3877,-85.9194,48.0216,-83.3955,46.794,-86.4939,46.4388,-84.0426,LE70220272008155EDC00,LE70220272008155EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272008155EDC00
LE70210272008148EDC00,N/A,EDC,DAY, 021, 027,2008/05/27,2008:148:16:10:49.4817500,2008:148:16:11:16.2356874, 9, 9,  91.46,  93.58,  79.14,  93.75,  99.38,59.4356575,141.280838,47°24'46.08"N,83°24'56.52"W,48°23'03.48"N,84°22'18.48"W,48°01'05.16"N,81°50'52.08"W,46°47'24.36"N,84°56'49.92"W,46°26'04.92"N,82°29'45.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,15.569424,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41637   (48°24'58.93"N), -84.99669  (84°59'48.08"W), 48.48409   (48°29'02.72"N), -81.63198  (81°37'55.13"W), 46.40462   (46°24'16.63"N), -84.84710   (84°50'49.56"W), 46.46775   (46°28'03.90"N), -81.60825   (81°36'29.70"W),14941,16601,7471,8301,7471,8301,,,6,40.427,11.321,38.81,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4128,-83.4157,48.3843,-84.3718,48.0181,-81.8478,46.7901,-84.9472,46.4347,-82.4959,LE70210272008148EDC00,LE70210272008148EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272008148EDC00
LE70210272008132EDC00,N/A,EDC,DAY, 021, 027,2008/05/11,2008:132:16:10:56.0643749,2008:132:16:11:22.8183125, 9, 9,  49.35,  94.47,  24.16,  33.41,  45.35,56.5391197,144.4191132,47°24'19.08"N,83°24'10.44"W,48°22'27.84"N,84°21'33.48"W,48°00'27.36"N,81°50'10.32"W,46°46'50.16"N,84°56'08.88"W,46°25'29.28"N,82°29'07.08"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,5.148769,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41637   (48°24'58.93"N), -84.99669  (84°59'48.08"W), 48.48409   (48°29'02.72"N), -81.63198  (81°37'55.13"W), 46.40193   (46°24'06.95"N), -84.84691   (84°50'48.88"W), 46.46505   (46°27'54.18"N), -81.60822   (81°36'29.59"W),14961,16601,7481,8301,7481,8301,,,143,4.503,3.088,3.277,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4053,-83.4029,48.3744,-84.3593,48.0076,-81.8362,46.7806,-84.9358,46.4248,-82.4853,LE70210272008132EDC00,LE70210272008132EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272008132EDC00
LE70220272008123EDC00,N/A,EDC,DAY, 022, 027,2008/05/02,2008:123:16:17:09.7813749,2008:123:16:17:36.5353124, 9, 9,  97.34, 100.00,  90.46, 100.00,  98.90,54.2404137,145.9922791,47°24'08.64"N,84°56'14.64"W,48°22'23.52"N,85°53'32.28"W,48°00'21.96"N,83°22'11.64"W,46°46'45.48"N,86°28'08.04"W,46°25'23.52"N,84°01'08.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.490548,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44387   (48°26'37.93"N), -86.41855  (86°25'06.78"W), 48.38113   (48°22'52.07"N), -83.15737  (83°09'26.53"W), 46.50850   (46°30'30.60"N), -86.43952   (86°26'22.27"W), 46.44984   (46°26'59.42"N), -83.29556   (83°17'44.02"W),14341,16101,7171,8051,7171,8051,,,25,6.594,3.956,5.275,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4024,-84.9374,48.3732,-85.8923,48.0061,-83.3699,46.7793,-86.4689,46.4232,-84.019,LE70220272008123EDC00,LE70220272008123EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272008123EDC00
LE70220272008107EDC00,N/A,EDC,DAY, 022, 027,2008/04/16,2008:107:16:17:13.4054375,2008:107:16:17:40.1593750, 9, 9,   0.07,   0.23,   0.00,   0.03,   0.00,49.1826286,148.2341156,47°24'00.36"N,84°54'48.24"W,48°22'12.72"N,85°52'04.08"W,48°00'09.36"N,83°20'48.48"W,46°46'35.76"N,86°26'44.52"W,46°25'12.36"N,83°59'49.56"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.471354,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44111   (48°26'28.00"N), -86.40641  (86°24'23.08"W), 48.37803   (48°22'40.91"N), -83.14545  (83°08'43.62"W), 46.50844   (46°30'30.38"N), -86.42779   (86°25'40.04"W), 46.44946   (46°26'58.06"N), -83.28387   (83°17'01.93"W),14321,16101,7161,8051,7161,8051,,,129,5.767,3.491,4.59,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4001,-84.9134,48.3702,-85.8678,48.0026,-83.3468,46.7766,-86.4457,46.4201,-83.9971,LE70220272008107EDC00,LE70220272008107EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272008107EDC00
LE70220272008091EDC00,N/A,EDC,DAY, 022, 027,2008/03/31,2008:091:16:17:15.0282499,2008:091:16:17:41.7821875, 9, 9,  62.13,  15.36,  63.39,  71.04,  98.75,43.25457,149.8623657,47°24'05.76"N,84°53'04.92"W,48°22'19.92"N,85°50'17.52"W,48°00'15.12"N,83°19'04.80"W,46°46'41.16"N,86°25'00.84"W,46°25'15.60"N,83°58'08.76"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,3.775019,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44103   (48°26'27.71"N), -86.39019  (86°23'24.68"W), 48.37763   (48°22'39.47"N), -83.13332  (83°07'59.95"W), 46.51376   (46°30'49.54"N), -86.41209   (86°24'43.52"W), 46.45447   (46°27'16.09"N), -83.27181   (83°16'18.52"W),14281,16081,7141,8041,7141,8041,,,38,10.199,5.244,8.748,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4016,-84.8847,48.3722,-85.8382,48.0042,-83.318,46.7781,-86.4169,46.421,-83.9691,LE70220272008091EDC00,LE70220272008091EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272008091EDC00
LE70220272008075EDC00,N/A,EDC,DAY, 022, 027,2008/03/15,2008:075:16:17:14.3491874,2008:075:16:17:41.1030625, 9, 9,  55.11,   2.55,  64.27,  62.15,  91.47,36.9381447,151.1869965,47°24'22.32"N,84°51'05.04"W,48°22'40.80"N,85°48'14.76"W,48°00'33.48"N,83°17'00.96"W,46°47'02.76"N,86°23'01.32"W,46°25'34.68"N,83°56'08.52"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-15.651917,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44362   (48°26'37.03"N), -86.36987  (86°22'11.53"W), 48.37964   (48°22'46.70"N), -83.11291  (83°06'46.48"W), 46.50286   (46°30'10.30"N), -86.39266   (86°23'33.58"W), 46.44305   (46°26'34.98"N), -83.25306   (83°15'11.02"W),14381,16081,7191,8041,7191,8041,,,35,9.294,7.561,5.404,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4062,-84.8514,48.378,-85.8041,48.0093,-83.2836,46.7841,-86.3837,46.4263,-83.9357,LE70220272008075EDC00,LE70220272008075EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272008075EDC00
LE70210272008068EDC00,N/A,EDC,DAY, 021, 027,2008/03/08,2008:068:16:11:04.4118750,2008:068:16:11:31.1658124, 9, 9,   0.19,   0.39,   0.00,   0.36,   0.02,34.1798096,151.7576141,47°24'33.84"N,83°17'53.88"W,48°22'47.64"N,84°15'03.24"W,48°00'39.60"N,81°43'49.08"W,46°47'09.96"N,84°49'53.04"W,46°25'41.16"N,82°22'59.88"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-2.511564,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41550   (48°24'55.80"N), -84.94390  (84°56'38.04"W), 48.48167   (48°28'54.01"N), -81.57917  (81°34'45.01"W), 46.40093   (46°24'03.35"N), -84.79610   (84°47'45.96"W), 46.46261   (46°27'45.40"N), -81.55740   (81°33'26.64"W),14961,16601,7481,8301,7481,8301,,,218,4.128,2.894,2.944,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4094,-83.2983,48.3799,-84.2509,48.011,-81.7303,46.7861,-84.8314,46.4281,-82.3833,LE70210272008068EDC00,LE70210272008068EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272008068EDC00
LE70220272008059EDC00,N/A,EDC,DAY, 022, 027,2008/02/28,2008:059:16:17:18.6683124,2008:059:16:17:45.4221875, 9, 9,  26.57,  35.83,  31.79,  16.69,  21.95,30.7403202,152.5336304,47°24'49.68"N,84°50'43.08"W,48°23'06.72"N,85°47'51.72"W,48°00'57.24"N,83°16'34.68"W,46°47'30.48"N,86°22'43.32"W,46°26'00.24"N,83°55'47.28"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-3.946425,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44357   (48°26'36.85"N), -86.36176  (86°21'42.34"W), 48.37936   (48°22'45.70"N), -83.10482  (83°06'17.35"W), 46.50282   (46°30'10.15"N), -86.38484   (86°23'05.42"W), 46.44280   (46°26'34.08"N), -83.24526   (83°14'42.94"W),14381,16081,7191,8041,7191,8041,,,139,4.797,3.543,3.234,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4138,-84.8453,48.3852,-85.7977,48.0159,-83.2763,46.7918,-86.3787,46.4334,-83.9298,LE70220272008059EDC00,LE70220272008059EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272008059EDC00
LE70220272008043EDC00,N/A,EDC,DAY, 022, 027,2008/02/12,2008:043:16:17:23.4025624,2008:043:16:17:50.1564375, 9, 9,  30.44,  22.74,  25.69,  35.51,  37.81,25.1763668,154.1288147,47°25'24.24"N,84°50'59.28"W,48°23'39.48"N,85°48'11.88"W,48°01'27.48"N,83°16'49.44"W,46°48'03.60"N,86°23'02.40"W,46°26'31.20"N,83°56'00.96"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-.74159,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44103   (48°26'27.71"N), -86.39019  (86°23'24.68"W), 48.37749   (48°22'38.96"N), -83.12928  (83°07'45.41"W), 46.50566   (46°30'20.38"N), -86.41218   (86°24'43.85"W), 46.44626   (46°26'46.54"N), -83.26846   (83°16'06.46"W),14341,16101,7171,8051,7171,8051,,,156,4.709,3.551,3.093,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4234,-84.8498,48.3943,-85.8033,48.0243,-83.2804,46.801,-86.384,46.442,-83.9336,LE70220272008043EDC00,LE70220272008043EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272008043EDC00
LE70220272007344EDC01,N/A,EDC,DAY, 022, 027,2007/12/10,2007:344:16:17:23.3130624,2007:344:16:17:50.0669375, 9, 9,  84.27,  72.40,  70.28,  96.82,  97.58,17.632288,161.9796295,47°28'09.48"N,84°52'18.48"W,48°26'32.64"N,85°49'27.84"W,48°04'19.56"N,83°18'03.60"W,46°50'56.40"N,86°24'20.88"W,46°29'23.28"N,83°57'18.00"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-11.261449,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44113   (48°26'28.07"N), -86.41047  (86°24'37.69"W), 48.37817   (48°22'41.41"N), -83.14949  (83°08'58.16"W), 46.50576   (46°30'20.74"N), -86.43173   (86°25'54.23"W), 46.44689   (46°26'48.80"N), -83.28795   (83°17'16.62"W),14341,16101,7171,8051,7171,8051,,,30,8.669,7.878,3.617,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4693,-84.8718,48.4424,-85.8244,48.0721,-83.301,46.849,-86.4058,46.4898,-83.955,LE70220272007344EDC01,LE70220272007344EDC01,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007344EDC01
LE70220272007312EDC00,N/A,EDC,DAY, 022, 027,2007/11/08,2007:312:16:17:09.7002500,2007:312:16:17:36.4541249, 9, 9,  78.52,  72.61,  78.48,  67.70,  95.29,24.2354069,162.6516113,47°29'02.76"N,84°52'12.00"W,48°27'27.36"N,85°49'26.04"W,48°05'16.44"N,83°17'56.04"W,46°51'51.12"N,86°24'18.72"W,46°30'20.16"N,83°57'10.80"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,1.245047,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44103   (48°26'27.71"N), -86.39019  (86°23'24.68"W), 48.37749   (48°22'38.96"N), -83.12928  (83°07'45.41"W), 46.50836   (46°30'30.10"N), -86.41215   (86°24'43.74"W), 46.44895   (46°26'56.22"N), -83.26828   (83°16'05.81"W),14321,16101,7161,8051,7161,8051,,,29,4.504,3.449,2.897,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4841,-84.87,48.4576,-85.8239,48.0879,-83.2989,46.8642,-86.4052,46.5056,-83.953,LE70220272007312EDC00,LE70220272007312EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007312EDC00
LE70210272007305EDC00,N/A,EDC,DAY, 021, 027,2007/11/01,2007:305:16:10:54.6649374,2007:305:16:11:21.4188125, 9, 9,  36.10,  18.16,  36.25,  58.23,  31.77,26.3293457,162.1716309,47°29'08.88"N,83°19'31.80"W,48°27'23.76"N,84°16'51.96"W,48°05'13.92"N,81°45'20.16"W,46°51'48.60"N,84°51'40.32"W,46°30'18.00"N,82°24'30.24"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,8.777011,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41211   (48°24'43.60"N), -84.96392  (84°57'50.11"W), 48.47887   (48°28'43.93"N), -81.59944  (81°35'57.98"W), 46.39758   (46°23'51.29"N), -84.81538   (84°48'55.37"W), 46.45982   (46°27'35.35"N), -81.57691   (81°34'36.88"W),14961,16601,7481,8301,7481,8301,,,45,6.325,4.554,4.39,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4858,-83.3255,48.4566,-84.2811,48.0872,-81.7556,46.8635,-84.8612,46.505,-82.4084,LE70210272007305EDC00,LE70210272007305EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007305EDC00
LE70220272007296EDC00,N/A,EDC,DAY, 022, 027,2007/10/23,2007:296:16:16:59.4198750,2007:296:16:17:26.1738125, 9, 9,  25.69,  55.67,   9.28,  19.12,  18.70,29.2350559,161.2077789,47°29'12.84"N,84°51'49.68"W,48°27'27.36"N,85°49'09.12"W,48°05'17.52"N,83°17'34.44"W,46°51'49.68"N,86°24'01.44"W,46°30'19.44"N,83°56'48.84"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-2.682261,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.43822   (48°26'17.59"N), -86.36994  (86°22'11.78"W), 48.37411   (48°22'26.80"N), -83.10928  (83°06'33.41"W), 46.50286   (46°30'10.30"N), -86.39266   (86°23'33.58"W), 46.44292   (46°26'34.51"N), -83.24916   (83°14'56.98"W),14341,16101,7171,8051,7171,8051,,,105,6.462,5.596,3.232,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4869,-84.8638,48.4576,-85.8192,48.0882,-83.2929,46.8638,-86.4004,46.5054,-83.9469,LE70220272007296EDC00,LE70220272007296EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007296EDC00
LE70210272007289EDC00,N/A,EDC,DAY, 021, 027,2007/10/16,2007:289:16:10:43.2987499,2007:289:16:11:10.0526250, 9, 9,  59.99,  44.33,  14.42,  99.96,  81.24,31.6153698,160.1836548,47°29'15.36"N,83°18'53.64"W,48°27'38.88"N,84°16'12.36"W,48°05'29.40"N,81°44'35.16"W,46°52'02.28"N,84°51'01.80"W,46°30'32.76"N,82°23'47.04"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-1.676013,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41563   (48°24'56.27"N), -84.93986  (84°56'23.50"W), 48.48171   (48°28'54.16"N), -81.57106  (81°34'15.82"W), 46.40105   (46°24'03.78"N), -84.79220   (84°47'31.92"W), 46.46265   (46°27'45.54"N), -81.54959   (81°32'58.52"W),14961,16621,7481,8311,7481,8311,,,92,4.136,2.955,2.894,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4876,-83.3149,48.4608,-84.2701,48.0915,-81.7431,46.8673,-84.8505,46.5091,-82.3964,LE70210272007289EDC00,LE70210272007289EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007289EDC00
LE70220272007248EDC02,N/A,EDC,DAY, 022, 027,2007/09/05,2007:248:16:16:58.6119999,2007:248:16:17:25.3659999, 9, 9,  79.75,  96.46,  99.85,  34.73,  87.96,45.7698593,150.4181671,47°28'54.48"N,84°54'56.52"W,48°27'00.36"N,85°52'26.76"W,48°05'00.96"N,83°20'49.56"W,46°51'22.68"N,86°26'57.84"W,46°30'02.88"N,83°59'42.72"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.898903,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44101   (48°26'27.64"N), -86.38613  (86°23'10.07"W), 48.37749   (48°22'38.96"N), -83.12928  (83°07'45.41"W), 46.50834   (46°30'30.02"N), -86.40824   (86°24'29.66"W), 46.44895   (46°26'56.22"N), -83.26828   (83°16'05.81"W),14321,16081,7161,8041,7161,8041,,,12,11.976,3.387,11.487,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4818,-84.9157,48.4501,-85.8741,48.0836,-83.3471,46.8563,-86.4494,46.5008,-83.9952,LE70220272007248EDC02,LE70220272007248EDC02,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007248EDC02
LE70210272007241EDC00,N/A,EDC,DAY, 021, 027,2007/08/29,2007:241:16:10:51.2723749,2007:241:16:11:18.0263124, 9, 9,  88.17,  57.05,  98.49,  98.07,  99.08,47.9746666,148.3806305,47°28'40.08"N,83°22'27.12"W,48°26'48.12"N,84°19'59.88"W,48°04'49.44"N,81°48'23.76"W,46°51'09.72"N,84°54'30.24"W,46°29'50.28"N,82°27'16.56"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,4.364205,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41438   (48°24'51.77"N), -84.97626  (84°58'34.54"W), 48.48150   (48°28'53.40"N), -81.61165  (81°36'41.94"W), 46.40797   (46°24'28.69"N), -84.82781   (84°49'40.12"W), 46.47056   (46°28'14.02"N), -81.58875   (81°35'19.50"W),14901,16601,7451,8301,7451,8301,,,25,3.246,2.118,2.46,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4778,-83.3742,48.4467,-84.3333,48.0804,-81.8066,46.8527,-84.9084,46.4973,-82.4546,LE70210272007241EDC00,LE70210272007241EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007241EDC00
LE70220272007232EDC00,N/A,EDC,DAY, 022, 027,2007/08/20,2007:232:16:17:06.0721250,2007:232:16:17:32.8261250, 9, 9,   8.91,   8.33,  10.35,  11.61,   5.33,50.6236687,145.7681274,47°28'21.00"N,84°55'33.96"W,48°26'42.00"N,85°52'56.28"W,48°04'44.04"N,83°21'22.32"W,46°51'02.16"N,86°27'32.76"W,46°29'43.80"N,84°00'21.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,.943269,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44634   (48°26'46.82"N), -86.37390  (86°22'26.04"W), 48.38247   (48°22'56.89"N), -83.11674  (83°07'00.26"W), 46.50558   (46°30'20.09"N), -86.39654   (86°23'47.54"W), 46.44587   (46°26'45.13"N), -83.25677   (83°15'24.37"W),14381,16081,7191,8041,7191,8041,,,158,3.948,2.745,2.838,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4725,-84.9261,48.445,-85.8823,48.0789,-83.3562,46.8506,-86.4591,46.4955,-84.0059,LE70220272007232EDC00,LE70220272007232EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007232EDC00
LE70210272007225EDC00,N/A,EDC,DAY, 021, 027,2007/08/13,2007:225:16:10:58.1454374,2007:225:16:11:24.8994374, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,52.5260429,143.8167725,47°28'03.36"N,83°23'03.12"W,48°26'24.00"N,84°20'27.24"W,48°04'26.40"N,81°48'55.80"W,46°50'45.24"N,84°55'00.48"W,46°29'27.24"N,82°27'50.76"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,13.674783,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41693   (48°25'00.95"N), -84.98051  (84°58'49.84"W), 48.48418   (48°29'03.05"N), -81.61574  (81°36'56.66"W), 46.41053   (46°24'37.91"N), -84.83190   (84°49'54.84"W), 46.47324   (46°28'23.66"N), -81.59268   (81°35'33.65"W),14901,16601,7451,8301,7451,8301,,,237,3.845,2.448,2.965,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4676,-83.3842,48.44,-84.3409,48.074,-81.8155,46.8459,-84.9168,46.4909,-82.4641,LE70210272007225EDC00,LE70210272007225EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272007225EDC00
LE70220272007216EDC00,N/A,EDC,DAY, 022, 027,2007/08/04,2007:216:16:17:12.3176875,2007:216:16:17:39.0715625, 9, 9,   5.00,   5.06,  11.54,   0.12,   3.29,54.7356033,141.5238495,47°27'42.12"N,84°56'03.12"W,48°25'52.68"N,85°53'27.96"W,48°03'55.80"N,83°21'59.76"W,46°50'12.12"N,86°28'02.28"W,46°28'54.84"N,84°00'56.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,2.931025,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44103   (48°26'27.71"N), -86.39019  (86°23'24.68"W), 48.37763   (48°22'39.47"N), -83.13332  (83°07'59.95"W), 46.50836   (46°30'30.10"N), -86.41215   (86°24'43.74"W), 46.44908   (46°26'56.69"N), -83.27217   (83°16'19.81"W),14321,16081,7161,8041,7161,8041,,,132,4.072,2.305,3.357,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4617,-84.9342,48.4313,-85.8911,48.0655,-83.3666,46.8367,-86.4673,46.4819,-84.0156,LE70220272007216EDC00,LE70220272007216EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272007216EDC00
